company,model,year,condition,mileage(km),fuel,volume(cm3),color,transmission,drive_unit,vehicle_size_class,priceUSD
nissan,qashqai,2008,with mileage,250000.0,petrol,1600.0,blue,mechanics,front-wheel drive,J,7500
bmw,7-seriya,2011,with mileage,183000.0,diesel,3000.0,black,auto,all-wheel drive,F,22750
ford,escape,2016,with mileage,57936.24,petrol,1500.0,gray,auto,front-wheel drive,J,17800
bmw,5-seriya,1989,with mileage,20000.0,petrol,2000.0,black,mechanics,rear drive,E,1700
land-rover,range-rover-sport,2008,with mileage,290.0,diesel,3600.0,black,auto,part-time four-wheel drive,J,11350
chevrolet,niva,2011,with mileage,210900.0,petrol,1700.0,silver,mechanics,all-wheel drive,J,3428
volkswagen,jetta,2002,with mileage,333333.0,petrol,2000.0,white,auto,front-wheel drive,C,2800
daewoo,lanos,1997,with mileage,200000.0,petrol,1500.0,green,mechanics,front-wheel drive,B,1500
nissan,maxima,1997,with mileage,444917.0,petrol,3000.0,silver,auto,front-wheel drive,,1521
bmw,6-seriya,2005,with mileage,164500.0,petrol,4400.0,gray,auto,rear drive,S,9000
lexus,es,2008,with mileage,134567.0,petrol,3500.0,other,auto,front-wheel drive,,12500
mercedes-benz,s-klass,2009,with mileage,240000.0,petrol,5500.0,black,auto,rear drive,S,16000
bmw,x5,2002,with mileage,220000.0,petrol,3000.0,black,auto,all-wheel drive,J,7843
land-rover,freelander,2007,with mileage,66200.0,diesel,2200.0,black,mechanics,all-wheel drive,J,15200
kia,rio,2001,with damage,300000.0,petrol,1500.0,silver,auto,front-wheel drive,B,1200
volkswagen,multivan,2005,with mileage,290400.0,diesel,2500.0,black,mechanics,front-wheel drive,M,14850
peugeot,406,2000,with mileage,315000.0,petrol,2000.0,gray,mechanics,front-wheel drive,D,3100
bmw,x5,2005,with mileage,430000.0,petrol,4400.0,other,auto,part-time four-wheel drive,J,7500
skoda,octavia,2017,with mileage,111084.0,petrol,1400.0,burgundy,auto,front-wheel drive,C,15990
bmw,5-seriya,2010,with mileage,145000.0,petrol,4400.0,silver,auto,rear drive,E,22500
mazda,626,1999,with damage,350000.0,petrol,2000.0,blue,mechanics,front-wheel drive,C,1000
nissan,primera,1999,with mileage,231685.0,petrol,2000.0,silver,mechanics,front-wheel drive,D,3000
fiat,stilo,2002,with mileage,320000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,2700
scion,tc,2005,with mileage,171929.0,petrol,2400.0,other,mechanics,front-wheel drive,,6800
nissan,qashqai,2010,with mileage,176500.0,petrol,1600.0,gray,mechanics,front-wheel drive,J,9990
renault,safrane,1996,with mileage,345000.0,petrol,2500.0,blue,mechanics,front-wheel drive,E,1300
opel,combo,2010,with mileage,210000.0,diesel,1300.0,green,mechanics,front-wheel drive,M,5350
opel,corsa,2008,with mileage,170000.0,petrol,1400.0,black,auto,front-wheel drive,B,5000
ford,mondeo,1999,with mileage,350000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D,1670
kia,ceed,2007,with mileage,209000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,6100
nissan,primera,2005,with mileage,288000.0,diesel,2200.0,gray,mechanics,front-wheel drive,D,5100
mercedes-benz,m-klass,2006,with mileage,240000.0,petrol,5000.0,black,auto,all-wheel drive,J,12800
volkswagen,passat,1999,with mileage,2997.0,petrol,1800.0,silver,mechanics,all-wheel drive,D,3500
ford,s-max,2006,with mileage,290000.0,petrol,2000.0,silver,mechanics,front-wheel drive,D,7200
infiniti,fx,2006,with mileage,186683.44,petrol,3500.0,silver,auto,rear drive,,9400
opel,astra,2002,with mileage,300000.0,diesel,1700.0,blue,mechanics,front-wheel drive,C,2850
mercedes-benz,s-klass,2007,with mileage,68000.0,petrol,5500.0,black,auto,all-wheel drive,S,11999
mercedes-benz,a-klass,2001,with mileage,305245.0,petrol,1600.0,gray,mechanics,front-wheel drive,A,3890
volkswagen,caddy,1995,with mileage,240000.0,diesel,1900.0,red,mechanics,front-wheel drive,M,4200
peugeot,607,2002,with mileage,200.0,petrol,2200.0,black,mechanics,front-wheel drive,E,4000
toyota,land-cruiser-prado,2010,with mileage,318000.0,diesel,3000.0,blue,auto,all-wheel drive,J,23000
renault,kangoo,2006,with mileage,56000.0,diesel,1900.0,green,mechanics,front-wheel drive,M,2450
volkswagen,phaeton,2009,with mileage,228000.0,diesel,3000.0,black,auto,all-wheel drive,F,18000
mercedes-benz,190-w201,1991,with damage,500000.0,diesel,2300.0,brown,mechanics,rear drive,D,1500
audi,80,1994,with mileage,3333333.0,petrol,2000.0,burgundy,mechanics,front-wheel drive,D,3000
daewoo,leganza,1998,with mileage,390.0,petrol,2000.0,blue,mechanics,front-wheel drive,E,1150
toyota,picnic,1999,with mileage,300000.0,diesel,2200.0,gray,mechanics,front-wheel drive,,3327
mercedes-benz,e-klass,2002,with mileage,296000.0,diesel,2200.0,black,auto,rear drive,E,7500
nissan,qashqai,2013,with mileage,127000.0,petrol,2000.0,black,auto,front-wheel drive,J,10500
audi,a6,1997,with mileage,400000.0,diesel,1900.0,blue,mechanics,front-wheel drive,E,5700
opel,zafira,2011,with mileage,117000.0,petrol,1800.0,white,mechanics,front-wheel drive,M,8100
renault,megane,1999,with mileage,205000.0,petrol,1600.0,green,mechanics,front-wheel drive,C,2500
mazda,6,2012,with mileage,139000.0,petrol,2000.0,white,auto,front-wheel drive,D,14500
audi,a6,2006,with mileage,230500.0,petrol,2400.0,silver,auto,front-wheel drive,E,6800
toyota,avensis-verso,2002,with mileage,450000.0,diesel,2000.0,black,mechanics,front-wheel drive,D,6417
toyota,yaris,2001,with mileage,213000.0,petrol,1500.0,gray,mechanics,front-wheel drive,B,3900
mercedes-benz,c-klass,1998,with mileage,300000.0,diesel,2200.0,silver,mechanics,rear drive,D,3250
volvo,xc90,2009,with mileage,169000.0,diesel,2400.0,gray,auto,part-time four-wheel drive,J,14650
bmw,3-seriya,1991,with mileage,300000.0,petrol,1800.0,black,mechanics,rear drive,D,3000
daihatsu,yrv,2002,with mileage,280000.0,petrol,1300.0,red,mechanics,front-wheel drive,,2550
volkswagen,touran,2007,with mileage,170000.0,diesel,1900.0,blue,mechanics,front-wheel drive,M,7700
nissan,200sx,1997,with mileage,81700.0,petrol,2000.0,blue,mechanics,rear drive,,11999
volkswagen,golf,2000,with mileage,2800000.0,petrol,2000.0,white,mechanics,front-wheel drive,C,3200
bmw,5-seriya,2002,with mileage,430000.0,diesel,3000.0,silver,auto,rear drive,E,7000
nissan,primera,1995,with mileage,232324.0,petrol,1600.0,green,mechanics,front-wheel drive,D,444
audi,a8,2003,with mileage,1.0,petrol,4200.0,other,auto,all-wheel drive,F,5900
mercedes-benz,c-klass,1997,with mileage,290000.0,diesel,2200.0,silver,mechanics,rear drive,D,3000
mercedes-benz,e-klass,2005,with mileage,300000.0,diesel,2200.0,black,auto,rear drive,E,7999
porsche,panamera,2011,with mileage,149900.0,petrol,4800.0,brown,auto,all-wheel drive,S,25550
acura,mdx,2008,with mileage,299337.24,petrol,3700.0,burgundy,auto,all-wheel drive,J,28400
ford,sierra,1988,with mileage,88000.0,petrol,2000.0,blue,mechanics,rear drive,,600
fiat,ulysse,1998,with mileage,340000.0,diesel,2100.0,silver,mechanics,front-wheel drive,M,4000
opel,astra,2008,with mileage,298000.0,diesel,1300.0,silver,mechanics,front-wheel drive,C,5450
volkswagen,golf,2010,with damage,162000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C,7500
seat,alhambra,2008,with mileage,225000.0,diesel,1900.0,white,mechanics,front-wheel drive,M,10200
volkswagen,passat,2016,with mileage,230000.0,diesel,2000.0,other,mechanics,front-wheel drive,D,16500
lada-vaz,2107,1996,with mileage,8247.0,petrol,1500.0,other,mechanics,rear drive,B,246
mercedes-benz,s-klass,1995,with mileage,346700.0,petrol,4200.0,black,auto,rear drive,S,10000
mini,cooper,2005,with mileage,175000.0,petrol,1600.0,red,auto,front-wheel drive,A,6200
renault,scenic,1997,with mileage,225000.0,petrol,1600.0,white,mechanics,front-wheel drive,M,2500
kia,carens,2007,with mileage,226000.0,petrol,2000.0,silver,mechanics,front-wheel drive,M,5600
gaz,31029,1997,with mileage,47359.0,petrol,2000.0,gray,mechanics,rear drive,E,1999
audi,a8,2002,with mileage,311000.0,petrol,4200.0,gray,auto,all-wheel drive,F,7000
mercedes-benz,s-klass,2009,with mileage,151000.0,diesel,3000.0,black,auto,rear drive,S,16299
kia,rio,2011,with mileage,126000.0,petrol,1400.0,blue,auto,front-wheel drive,B,6100
kia,sorento,2010,with mileage,195000.0,diesel,2200.0,white,mechanics,part-time four-wheel drive,J,11490
audi,a4,2011,with mileage,180000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,9600
honda,civic,2007,with mileage,152000.0,petrol,1300.0,black,auto,front-wheel drive,C,5950
bmw,5-seriya,2012,with mileage,160000.0,diesel,1998.0,white,auto,rear drive,E,14500
ford,sierra,1990,with mileage,150000.0,petrol,1600.0,white,mechanics,rear drive,,1050
mercedes-benz,v-klass,2015,with mileage,90000.0,diesel,2500.0,black,auto,all-wheel drive,,50500
volkswagen,passat,1997,with mileage,3200000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,3300
chrysler,town-and-country,2015,with mileage,165400.0,petrol,3600.0,blue,auto,front-wheel drive,M,21799
mercedes-benz,gl-klass,2009,with mileage,209000.0,diesel,3000.0,black,auto,part-time four-wheel drive,J,19500
bmw,5-seriya,1991,with mileage,222000.0,petrol,2000.0,silver,mechanics,rear drive,E,4800
renault,scenic,1997,with mileage,1.0,diesel,1900.0,burgundy,mechanics,front-wheel drive,M,2500
mercedes-benz,e-klass,2016,with mileage,139000.0,diesel,2143.0,black,auto,rear drive,E,22500
fiat,panda,2008,with mileage,254000.0,diesel,1300.0,red,mechanics,front-wheel drive,,3700
toyota,avensis,2011,with mileage,130000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,13650
seat,toledo,1992,with mileage,330000.0,petrol,1800.0,blue,mechanics,front-wheel drive,C,1150
renault,laguna,2000,with mileage,320000.0,petrol,2000.0,other,mechanics,front-wheel drive,D,1950
bmw,7-seriya,2002,with mileage,230000.0,petrol,4400.0,other,auto,rear drive,F,4500
audi,100,1985,with mileage,310571.0,petrol,1900.0,silver,mechanics,front-wheel drive,E,475
audi,100,1989,with mileage,1111111.0,petrol,2300.0,other,mechanics,front-wheel drive,E,1500
volkswagen,passat,1988,with mileage,350000.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1600
mitsubishi,space-wagon,1999,with mileage,313.0,petrol,2400.0,red,mechanics,front-wheel drive,M,2300
bmw,3-seriya,1993,with mileage,380654.0,petrol,1800.0,green,mechanics,rear drive,D,2200
volkswagen,golf,1988,with mileage,320000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,1000
kia,cerato,2012,with mileage,122000.0,petrol,1600.0,brown,auto,front-wheel drive,C,10350
mitsubishi,colt,1995,with mileage,11.0,petrol,1300.0,green,mechanics,front-wheel drive,B,308
mercedes-benz,190-w201,1990,with mileage,193000.0,diesel,1984.0,burgundy,mechanics,rear drive,D,9001
ford,focus,2007,with mileage,157500.0,diesel,1800.0,black,mechanics,front-wheel drive,C,4899
kia,optima,2018,with mileage,70000.0,petrol,2000.0,white,auto,front-wheel drive,D,20700
citroen,xantia,1995,with mileage,330000.0,diesel,1900.0,green,mechanics,front-wheel drive,D,1200
toyota,land-cruiser,2011,with mileage,175000.0,diesel,4500.0,black,auto,all-wheel drive,J,32900
bmw,7-seriya,2012,with mileage,165000.0,petrol,3000.0,black,auto,all-wheel drive,F,24700
kia,ceed,2015,with mileage,82000.0,petrol,1600.0,black,auto,front-wheel drive,C,11990
volkswagen,passat,2007,with mileage,238000.0,diesel,2000.0,blue,auto,front-wheel drive,D,7000
ford,mondeo,1997,for parts,184000.0,petrol,2000.0,black,mechanics,front-wheel drive,D,528
ford,escort,1998,with mileage,290000.0,diesel,1800.0,silver,mechanics,front-wheel drive,C,1700
volkswagen,transporter,1998,with mileage,350000.0,diesel,2500.0,blue,mechanics,all-wheel drive,M,8000
ford,s-max,2012,with mileage,140000.0,diesel,2000.0,black,mechanics,front-wheel drive,D,14400
daewoo,matiz,2007,with mileage,200000.0,petrol,800.0,blue,mechanics,front-wheel drive,A,1550
audi,a3,2010,with mileage,180000.0,petrol,1400.0,gray,auto,front-wheel drive,C,7990
peugeot,607,2001,with mileage,423000.0,petrol,2200.0,other,mechanics,front-wheel drive,E,2424
opel,vivaro,2002,with mileage,420000.0,diesel,1900.0,gray,mechanics,front-wheel drive,M,8650
ford,grand-c-max,2016,with mileage,102000.0,diesel,1500.0,silver,auto,front-wheel drive,,13200
nissan,x-trail,2011,with mileage,137000.0,petrol,2000.0,black,auto,part-time four-wheel drive,J,12350
renault,scenic,1999,with mileage,190000.0,petrol,1600.0,blue,auto,front-wheel drive,M,3100
volkswagen,golf,2004,with mileage,233000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,3018
volkswagen,passat,2006,with mileage,285000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,5500
chrysler,voyager,2001,with mileage,235000.0,petrol,2400.0,burgundy,auto,front-wheel drive,M,2800
citroen,c4-picasso,2011,with mileage,260000.0,diesel,1600.0,silver,mechanics,front-wheel drive,C,8200
mazda,323,1997,with mileage,480000.0,diesel,2000.0,red,mechanics,front-wheel drive,C,1500
geely,emgrand-7,2013,with mileage,124122.0,petrol,2400.0,silver,auto,front-wheel drive,,6650
mitsubishi,lancer,2008,with mileage,265000.0,petrol,1800.0,silver,auto,front-wheel drive,C,6500
mazda,6,2006,with mileage,167000.0,petrol,2300.0,black,mechanics,front-wheel drive,D,5500
opel,kadett,1990,with mileage,400000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,400
opel,meriva,2008,with mileage,145000.0,petrol,1600.0,black,auto,front-wheel drive,M,4999
audi,80,1988,with mileage,320000.0,diesel,1600.0,red,mechanics,front-wheel drive,D,2000
hyundai,santa-fe,2008,with mileage,169000.0,petrol,2700.0,silver,auto,all-wheel drive,J,6400
mercedes-benz,e-klass,1992,with mileage,398278.0,diesel,2500.0,blue,mechanics,rear drive,E,2150
volkswagen,caravelle,1998,with mileage,89000.0,diesel,2500.0,white,mechanics,front-wheel drive,M,7200
citroen,xantia,1995,with mileage,300000.0,petrol,1800.0,blue,mechanics,front-wheel drive,D,900
skoda,superb,2006,with mileage,180000.0,petrol,1800.0,blue,auto,front-wheel drive,D,6290
opel,zafira,2014,with mileage,122200.0,diesel,1600.0,gray,mechanics,front-wheel drive,M,11600
renault,espace,2015,with mileage,144500.0,diesel,1600.0,purple,auto,front-wheel drive,J,19350
audi,a4,2003,with mileage,290000.0,diesel,1900.0,black,mechanics,front-wheel drive,D,6100
volkswagen,passat,2007,with mileage,285000.0,diesel,2000.0,blue,mechanics,front-wheel drive,D,6200
alfa-romeo,156,1998,with mileage,340000.0,petrol,1600.0,black,mechanics,front-wheel drive,D,1700
ford,grand-c-max,2016,with mileage,158000.0,diesel,1500.0,black,mechanics,front-wheel drive,,12700
volkswagen,golf,1990,with mileage,350000.0,petrol,1300.0,gray,mechanics,front-wheel drive,C,1150
toyota,camry,2000,with mileage,321868.0,petrol,2200.0,gray,auto,front-wheel drive,D,4990
nissan,sunny,1992,with mileage,666666.0,diesel,1700.0,red,mechanics,rear drive,,699
honda,cr-v,2015,with mileage,136789.0,diesel,1600.0,white,mechanics,front-wheel drive,J,19999
toyota,camry,2017,with mileage,105000.0,petrol,2500.0,black,auto,front-wheel drive,D,22500
peugeot,406,1996,with mileage,240000.0,petrol,1800.0,black,mechanics,front-wheel drive,D,2050
renault,trafic,1987,with mileage,300000.0,petrol,2000.0,blue,mechanics,rear drive,M,2329
mazda,cx-7,2008,with mileage,176000.0,petrol,2300.0,purple,auto,all-wheel drive,J,8200
mazda,323,1996,with mileage,1.0,diesel,1700.0,other,mechanics,front-wheel drive,C,1150
ford,mondeo,2012,with mileage,150.0,petrol,2000.0,black,mechanics,front-wheel drive,D,9300
mitsubishi,lancer,2004,with mileage,245750.0,petrol,2000.0,silver,mechanics,front-wheel drive,C,5200
mazda,626,1993,with mileage,279000.0,diesel,2000.0,green,mechanics,front-wheel drive,C,1100
volvo,v70,2003,with mileage,290000.0,petrol,2400.0,white,auto,front-wheel drive,E,7200
mercedes-benz,e-klass,1991,with mileage,450000.0,diesel,2500.0,blue,mechanics,rear drive,E,1650
toyota,yaris,2010,with mileage,123000.0,petrol,1000.0,red,mechanics,front-wheel drive,B,5100
skoda,rapid,2015,with mileage,97000.0,petrol,1600.0,gray,mechanics,front-wheel drive,C,9350
lincoln,town-car,1996,with mileage,230000.0,petrol,4600.0,white,auto,rear drive,,6500
cadillac,cts,2012,with mileage,91000.0,petrol,3600.0,red,auto,part-time four-wheel drive,,17300
bmw,5-seriya,2002,with mileage,17971.49978,petrol,3000.0,blue,auto,rear drive,E,3999
peugeot,206,2004,with mileage,270000.0,petrol,1100.0,white,mechanics,front-wheel drive,B,2377
renault,latitude,2012,with mileage,128000.0,petrol,2500.0,black,auto,front-wheel drive,,10800
ford,focus,2017,with mileage,23000.0,petrol,1000.0,red,auto,front-wheel drive,C,11550
renault,duster,2018,with mileage,1491.0,diesel,1500.0,silver,mechanics,part-time four-wheel drive,J,15164
chevrolet,cruze,2012,with mileage,130000.0,petrol,1800.0,black,auto,front-wheel drive,C,7986
ford,galaxy,1999,with mileage,300000.0,diesel,1900.0,silver,mechanics,front-wheel drive,M,4000
peugeot,307,2007,with mileage,203000.0,petrol,1600.0,burgundy,mechanics,front-wheel drive,C,5450
hyundai,sonata,1993,with mileage,350000.0,petrol,2000.0,black,mechanics,front-wheel drive,D,600
bmw,3-seriya,1998,with mileage,308310.0,diesel,1800.0,gray,mechanics,rear drive,D,2850
audi,a6,2006,with mileage,200000.0,petrol,3200.0,gray,auto,all-wheel drive,E,8250
ford,galaxy,2006,with mileage,345000.0,diesel,1900.0,black,mechanics,front-wheel drive,M,7500
hyundai,h-1-starex,2006,with mileage,250000.0,diesel,2500.0,silver,auto,rear drive,M,7000
nissan,almera,2015,with mileage,45000.0,petrol,1600.0,white,mechanics,front-wheel drive,C,7500
volkswagen,caravelle,2005,with mileage,340000.0,diesel,2500.0,green,mechanics,front-wheel drive,M,11100
toyota,prius,2008,with mileage,280000.0,petrol,1500.0,silver,auto,front-wheel drive,B,7500
bmw,3-seriya,1997,with mileage,1111122.0,diesel,1800.0,blue,mechanics,rear drive,D,3000
opel,monterey,1998,with mileage,280000.0,diesel,3000.0,green,mechanics,part-time four-wheel drive,,8250
bentley,bentayga,2016,with mileage,22000.0,petrol,6000.0,silver,auto,all-wheel drive,,183848
audi,100,1993,with mileage,344443.0,diesel,2400.0,burgundy,mechanics,front-wheel drive,E,2350
eksklyuziv,baggi,2014,with mileage,10000.0,petrol,1600.0,black,auto,rear drive,,2000
fiat,stilo,2001,with mileage,284000.0,petrol,2400.0,purple,mechanics,front-wheel drive,C,3200
bmw,5-seriya,1992,with mileage,295000.0,diesel,2500.0,black,mechanics,rear drive,E,1980
bmw,7-seriya,2002,with mileage,341000.0,petrol,3600.0,black,auto,rear drive,F,5600
volkswagen,bora,1999,with mileage,200000.0,petrol,2000.0,red,mechanics,front-wheel drive,C,3000
renault,scenic,1997,with mileage,316000.0,petrol,1600.0,green,mechanics,front-wheel drive,M,1650
bmw,x5,2003,with mileage,254190.0,petrol,3000.0,black,auto,all-wheel drive,J,8500
jaguar,xf,2017,with mileage,61790.0,petrol,2000.0,blue,auto,all-wheel drive,,45000
bmw,3-seriya,1987,with mileage,1000.0,petrol,2700.0,blue,mechanics,rear drive,D,2200
volkswagen,tiguan,2010,with mileage,62000.0,petrol,2000.0,white,auto,part-time four-wheel drive,J,12000
audi,a4,2006,with mileage,180000.0,petrol,2000.0,other,mechanics,front-wheel drive,D,7999
mercedes-benz,m-klass,2012,with mileage,170000.0,diesel,3000.0,black,auto,all-wheel drive,J,26700
volkswagen,jetta,2000,with mileage,368000.0,diesel,1900.0,silver,auto,front-wheel drive,C,3969
