company,model,year,condition,mileage(km),fuel,volume(cm3),color,transmission,drive_unit,vehicle_size_class,priceUSD
volkswagen,golf,1993,with mileage,236000.0,petrol,1400.0,blue,mechanics,front-wheel drive,C,1200
bmw,6-seriya,2004,with mileage,150000.0,petrol,4400.0,black,auto,rear drive,S,11500
lada-vaz,2108,1996,with mileage,100000.0,petrol,1500.0,white,mechanics,front-wheel drive,B,250
peugeot,301,2013,with mileage,68000.0,petrol,1600.0,black,mechanics,front-wheel drive,B,7500
hyundai,getz,2005,with mileage,20000.0,diesel,1500.0,blue,mechanics,front-wheel drive,B,4000
lada-vaz,2109,1993,with mileage,1111.0,petrol,1300.0,red,mechanics,front-wheel drive,B,380
mitsubishi,space-star,2002,with mileage,261700.0,petrol,1584.0,red,mechanics,front-wheel drive,M,3200
toyota,land-cruiser,2008,with mileage,370000.0,petrol,4700.0,black,auto,part-time four-wheel drive,J,22000
volkswagen,transporter,1992,with mileage,390000.0,diesel,1900.0,gray,mechanics,front-wheel drive,M,4600
audi,a6,1999,with mileage,380000.0,petrol,1800.0,green,mechanics,front-wheel drive,E,5200
mitsubishi,space-wagon,1999,with mileage,400000.0,petrol,2400.0,black,mechanics,front-wheel drive,M,3898
mercedes-benz,s-klass,2003,with mileage,367000.0,petrol,3700.0,black,auto,rear drive,S,6500
opel,zafira,2002,with mileage,355000.0,petrol,2200.0,green,mechanics,front-wheel drive,M,4595
renault,scenic,2001,with mileage,320000.0,petrol,1800.0,blue,mechanics,front-wheel drive,M,3600
volkswagen,passat,1992,with mileage,340000.0,petrol,1800.0,red,mechanics,front-wheel drive,D,900
renault,safrane,1999,with mileage,280000.0,diesel,2200.0,other,mechanics,rear drive,E,1500
lada-vaz,2106,1993,with mileage,35000.0,petrol,1300.0,other,mechanics,rear drive,B,900
citroen,c5,2010,with mileage,169000.0,petrol,1600.0,white,auto,front-wheel drive,D,6900
jeep,grand-cherokee,1997,with mileage,372000.0,diesel,2500.0,green,mechanics,part-time four-wheel drive,J,3950
audi,a4,2000,with mileage,400000.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,5555
fiat,tempra,1996,with mileage,200000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,1000
hyundai,solaris,2012,with mileage,170000.0,petrol,1600.0,black,mechanics,front-wheel drive,B,7800
audi,a6,2001,with mileage,273000.0,diesel,2500.0,green,auto,rear drive,E,6200
citroen,xsara,1999,with mileage,250000.0,diesel,1900.0,blue,mechanics,front-wheel drive,C,2000
nissan,sunny,1992,with mileage,450000.0,diesel,2000.0,red,mechanics,front-wheel drive,,1000
nissan,x-trail,2015,with mileage,129700.0,diesel,1600.0,black,auto,front-wheel drive,J,17250
renault,19,1992,with mileage,315000.0,petrol,1700.0,silver,mechanics,front-wheel drive,C,570
volkswagen,caravelle,2015,with mileage,227000.0,diesel,2000.0,white,auto,front-wheel drive,M,26500
ford,transit-custom,2015,with mileage,171240.0,diesel,2200.0,white,mechanics,front-wheel drive,,19900
renault,duster,2014,with mileage,114000.0,petrol,2000.0,silver,mechanics,part-time four-wheel drive,J,9700
fiat,marea,1997,with mileage,250000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,950
mitsubishi,pajero,2007,with mileage,188000.0,petrol,3000.0,silver,auto,part-time four-wheel drive,J,11300
mitsubishi,asx,2013,with mileage,53000.0,petrol,2000.0,white,auto,front-wheel drive,J,12450
chevrolet,colorado,2007,with mileage,60000.0,petrol,2900.0,red,mechanics,part-time four-wheel drive,,14500
seat,toledo,1996,with mileage,236524.0,petrol,1800.0,blue,mechanics,front-wheel drive,C,2000
toyota,land-cruiser,2011,with mileage,195700.0,diesel,4500.0,black,auto,part-time four-wheel drive,J,32500
citroen,xantia,1998,with mileage,202000.0,petrol,1800.0,green,auto,front-wheel drive,D,1000
mercedes-benz,c-klass,1998,with mileage,350000.0,diesel,2200.0,blue,auto,rear drive,D,4000
uaz,3909,2009,with mileage,75000.0,petrol,2900.0,gray,mechanics,part-time four-wheel drive,,2700
kia,sorento,2010,with mileage,170000.0,petrol,2400.0,silver,auto,all-wheel drive,J,12499
renault,megane,2003,with mileage,291000.0,diesel,1900.0,silver,mechanics,front-wheel drive,C,3700
ford,mustang,2015,with mileage,67000.0,petrol,5000.0,yellow,auto,rear drive,S,38950
audi,a4,2001,with mileage,278000.0,petrol,2000.0,silver,auto,front-wheel drive,D,5100
hyundai,lantra,1995,with mileage,250000.0,petrol,1600.0,green,mechanics,front-wheel drive,C,1200
opel,astra,2017,with mileage,140000.0,diesel,1600.0,other,mechanics,front-wheel drive,C,14500
opel,omega,2001,with mileage,0.0,petrol,2600.0,silver,mechanics,rear drive,E,3000
volkswagen,golf,1995,with mileage,300000.0,petrol,1600.0,purple,mechanics,front-wheel drive,C,3100
peugeot,206,2008,with mileage,150000.0,petrol,1400.0,red,mechanics,front-wheel drive,B,4000
renault,scenic,2015,with mileage,160000.0,diesel,1500.0,gray,mechanics,front-wheel drive,M,10800
volkswagen,jetta,2011,with mileage,105134.0,petrol,1400.0,blue,auto,front-wheel drive,C,8300
mercedes-benz,e-klass,1997,with mileage,358000.0,petrol,2000.0,gray,mechanics,rear drive,E,2950
geely,emgrand-7,2016,with mileage,45000.0,petrol,1800.0,brown,mechanics,front-wheel drive,,10100
opel,vectra,2004,with mileage,420000.0,diesel,2000.0,gray,mechanics,front-wheel drive,D,5600
peugeot,partner,2015,with mileage,130000.0,petrol,1600.0,orange,mechanics,front-wheel drive,M,7700
mercedes-benz,clk,1998,with mileage,330000.0,petrol,2300.0,silver,auto,rear drive,D,4100
renault,scenic,1998,with mileage,356000.0,petrol,1600.0,silver,mechanics,front-wheel drive,M,2300
volkswagen,passat,2006,with mileage,268000.0,diesel,1900.0,gray,mechanics,front-wheel drive,D,8000
peugeot,607,2001,with mileage,25000.0,diesel,2200.0,gray,mechanics,front-wheel drive,E,4100
mercedes-benz,gle,2016,with mileage,105000.0,diesel,3000.0,black,auto,all-wheel drive,J,46900
hyundai,grand-santa-fe,2014,with mileage,76500.0,diesel,2200.0,silver,auto,part-time four-wheel drive,,23500
renault,scenic,1998,with mileage,353000.0,diesel,1900.0,blue,mechanics,front-wheel drive,M,2050
nissan,almera-tino,2000,with mileage,210000.0,diesel,2200.0,silver,mechanics,front-wheel drive,M,3350
mercedes-benz,sl-amg,2002,with mileage,61800.0,petrol,5400.0,other,auto,rear drive,,29500
renault,scenic,1998,with mileage,300.0,petrol,2000.0,gray,mechanics,front-wheel drive,M,2300
nissan,qashqai,2018,with mileage,13370.0,petrol,2000.0,red,auto,part-time four-wheel drive,J,24999
peugeot,308,2008,with mileage,161000.0,petrol,1600.0,black,mechanics,rear drive,C,5100
volkswagen,passat,1995,with mileage,20000.0,petrol,1600.0,gray,mechanics,front-wheel drive,D,2950
bmw,5-seriya,2000,with mileage,390000.0,diesel,2000.0,silver,mechanics,rear drive,E,5600
mitsubishi,lancer,2009,with mileage,225000.0,petrol,1500.0,gray,mechanics,front-wheel drive,C,6700
bmw,x3,2004,with mileage,160000.0,petrol,2500.0,silver,auto,part-time four-wheel drive,J,9200
volkswagen,passat,1993,with mileage,370000.0,petrol,1800.0,blue,mechanics,front-wheel drive,D,1400
bmw,5-seriya,1998,with mileage,430000.0,petrol,2300.0,blue,auto,rear drive,E,5850
peugeot,partner,2004,with mileage,283000.0,diesel,1900.0,silver,mechanics,front-wheel drive,M,3990
opel,kadett,1987,with mileage,320000.0,petrol,1600.0,blue,mechanics,front-wheel drive,C,250
mitsubishi,colt,1993,with mileage,222000.0,petrol,1800.0,yellow,mechanics,front-wheel drive,B,1000
geely,mk-cross,2012,with mileage,159999.0,petrol,1500.0,black,mechanics,front-wheel drive,,3000
skoda,octavia,2011,with mileage,172.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,7600
jaguar,xj,2010,with mileage,155000.0,petrol,5000.0,white,auto,rear drive,,20500
toyota,avensis-verso,2001,with mileage,307050.0,petrol,2000.0,silver,mechanics,front-wheel drive,D,7000
nissan,note,2011,with mileage,182000.0,petrol,1400.0,brown,mechanics,front-wheel drive,M,5400
mercedes-benz,e-klass,2018,with mileage,12000.0,petrol,3000.0,black,auto,all-wheel drive,E,75000
renault,laguna,2002,with mileage,327443.0,diesel,1900.0,silver,mechanics,front-wheel drive,D,3600
mercedes-benz,s-klass,2010,with mileage,208000.0,petrol,3500.0,black,auto,rear drive,S,17600
audi,a3,2014,with mileage,92000.0,petrol,1400.0,black,auto,front-wheel drive,C,13700
kia,sportage,2000,with mileage,273587.8,petrol,2000.0,white,auto,part-time four-wheel drive,J,2000
volkswagen,polo,2001,with mileage,236000.0,petrol,1400.0,silver,auto,front-wheel drive,B,3000
renault,laguna,1996,with mileage,256000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,1100
volkswagen,touareg,2007,with mileage,188000.0,diesel,5000.0,black,auto,all-wheel drive,J,12500
peugeot,206,2001,with mileage,176000.0,petrol,1100.0,silver,mechanics,front-wheel drive,B,2600
volkswagen,scirocco,2010,with mileage,225000.0,petrol,1400.0,white,auto,front-wheel drive,,8700
renault,laguna,1995,with mileage,310000.0,petrol,1800.0,brown,mechanics,front-wheel drive,D,1500
mazda,323,2001,with mileage,190000.0,petrol,1600.0,silver,mechanics,front-wheel drive,C,2300
bmw,x5,2007,with mileage,221000.0,petrol,4800.0,gray,auto,all-wheel drive,J,11950
buick,encore,2014,with mileage,60000.0,petrol,1400.0,silver,auto,all-wheel drive,,13250
volkswagen,touareg,2008,with mileage,260000.0,diesel,3000.0,blue,auto,all-wheel drive,J,12000
audi,a4,2009,with mileage,197000.0,diesel,1968.0,black,mechanics,front-wheel drive,D,15300
opel,corsa,2008,with mileage,120500.0,petrol,1400.0,blue,auto,front-wheel drive,B,4999
hyundai,i40,2013,with mileage,105000.0,petrol,2000.0,silver,mechanics,front-wheel drive,D,11500
nissan,almera,2005,with mileage,185098.0,petrol,1500.0,gray,mechanics,front-wheel drive,C,3600
lexus,gs,2013,with mileage,147000.0,petrol,2500.0,white,auto,rear drive,E,21200
mercedes-benz,s-klass,1999,with mileage,296000.0,petrol,3200.0,silver,auto,rear drive,S,4900
opel,zafira,2002,with mileage,420000.0,diesel,2000.0,white,mechanics,front-wheel drive,M,4200
audi,a4,1997,with mileage,300000.0,petrol,1800.0,brown,mechanics,front-wheel drive,D,3000
saab,9-3,2007,with mileage,256000.0,petrol,2800.0,black,auto,front-wheel drive,D,7000
toyota,yaris,2008,with mileage,107000.0,diesel,1400.0,silver,auto,front-wheel drive,B,5900
volkswagen,golf,1987,with mileage,241000.0,petrol,1600.0,white,mechanics,front-wheel drive,C,550
renault,dokker,2014,with mileage,127000.0,petrol,1600.0,white,mechanics,front-wheel drive,,8650
audi,a4,2005,with mileage,190000.0,petrol,3200.0,gray,auto,all-wheel drive,D,6600
audi,100,1993,with mileage,999999.0,petrol,2000.0,green,mechanics,front-wheel drive,E,2550
renault,19,1989,for parts,232000.0,petrol,1400.0,gray,mechanics,front-wheel drive,C,140
volkswagen,transporter,1989,with mileage,45000.0,diesel,1600.0,gray,mechanics,rear drive,M,3000
ford,mondeo,1996,with mileage,271000.0,petrol,1800.0,purple,mechanics,front-wheel drive,D,900
bmw,x1,2015,with mileage,145000.0,diesel,1995.0,white,auto,all-wheel drive,J,25900
peugeot,407,2006,with mileage,305000.0,diesel,2700.0,black,auto,front-wheel drive,D,6500
volkswagen,golf,1989,with mileage,2.0,petrol,1800.0,red,mechanics,front-wheel drive,C,700
kia,rio,2001,with mileage,200000.0,petrol,1400.0,other,mechanics,front-wheel drive,B,1550
renault,laguna,1995,with mileage,300000.0,petrol,2000.0,blue,mechanics,front-wheel drive,D,1950
seat,toledo,1998,with mileage,395000.0,diesel,1900.0,gray,mechanics,front-wheel drive,C,2200
renault,megane,2009,with mileage,220000.0,diesel,1500.0,black,mechanics,front-wheel drive,C,6100
acura,tl,2007,with mileage,205000.0,petrol,3500.0,gray,auto,front-wheel drive,,9500
volkswagen,passat,1997,with mileage,500000.0,diesel,1900.0,green,mechanics,front-wheel drive,D,3950
mitsubishi,carisma,1997,with mileage,230000.0,petrol,1600.0,red,auto,front-wheel drive,M,1599
nissan,qashqai,2009,with mileage,100000.0,petrol,2000.0,blue,mechanics,front-wheel drive,J,8900
peugeot,407,2004,with mileage,262900.0,petrol,20000.0,gray,mechanics,front-wheel drive,D,4600
opel,astra,2011,with mileage,181000.0,petrol,1600.0,gray,auto,front-wheel drive,C,6200
renault,laguna,1998,with mileage,235000.0,petrol,1800.0,gray,mechanics,front-wheel drive,D,1650
mercedes-benz,e-klass,1986,with mileage,432000.0,diesel,2000.0,silver,mechanics,rear drive,E,1600
volkswagen,passat,1989,with mileage,500000.0,diesel,1600.0,blue,mechanics,front-wheel drive,D,1200
volkswagen,caravelle,2011,with mileage,220000.0,diesel,2000.0,white,mechanics,front-wheel drive,M,16200
lada-vaz,21099,1992,with mileage,132009.0,petrol,1500.0,burgundy,mechanics,front-wheel drive,B,570
audi,q3,2011,with mileage,100000.0,petrol,2000.0,orange,auto,all-wheel drive,J,15900
volkswagen,passat,1991,with mileage,480000.0,diesel,1900.0,blue,mechanics,front-wheel drive,D,2300
opel,vectra,2007,with mileage,191000.0,petrol,1800.0,black,auto,front-wheel drive,D,7000
renault,twingo,2016,with mileage,25000.0,petrol,999.0,black,mechanics,rear drive,,7600
ford,mondeo,2008,with mileage,200000.0,petrol,1600.0,blue,mechanics,front-wheel drive,D,8000
nissan,x-trail,2018,with mileage,12786.0,petrol,2500.0,other,auto,part-time four-wheel drive,J,29000
skoda,fabia,2009,with mileage,160000.0,petrol,1400.0,white,mechanics,front-wheel drive,B,5800
bmw,3-seriya,1994,with mileage,399000.0,petrol,1600.0,brown,mechanics,rear drive,D,2600
mercedes-benz,c-klass,1998,with mileage,30000.0,petrol,1800.0,other,auto,rear drive,D,1400
volkswagen,touareg,2008,with mileage,250000.0,diesel,3000.0,black,auto,all-wheel drive,J,13500
bmw,x5,2010,with mileage,198200.0,petrol,3000.0,silver,auto,all-wheel drive,J,15450
toyota,rav4,2015,with mileage,37000.0,petrol,2000.0,other,auto,all-wheel drive,J,22000
citroen,xsara-picasso,2001,with mileage,338000.0,diesel,2000.0,other,mechanics,front-wheel drive,C,4500
mercedes-benz,b-klass,2014,with mileage,230000.0,diesel,1500.0,gray,auto,front-wheel drive,M,14200
ford,escort,1996,with mileage,40000.0,petrol,1300.0,black,mechanics,front-wheel drive,C,890
audi,q7,2006,with mileage,260000.0,diesel,3000.0,silver,auto,all-wheel drive,J,12900
nissan,pathfinder,2006,with damage,200000.0,petrol,4000.0,black,auto,part-time four-wheel drive,J,7500
mazda,6,2005,with mileage,250000.0,petrol,2300.0,gray,mechanics,front-wheel drive,D,5000
volkswagen,caravelle,1997,with mileage,350000.0,diesel,2500.0,green,mechanics,front-wheel drive,M,5000
volkswagen,polo,1993,with mileage,228000.0,petrol,1000.0,blue,mechanics,front-wheel drive,B,450
volkswagen,golf,1996,with mileage,87945.0,petrol,1800.0,black,mechanics,front-wheel drive,C,2400
audi,a6,1999,with mileage,530000.0,diesel,2500.0,silver,mechanics,front-wheel drive,E,5000
nissan,x-trail,2015,with mileage,147000.0,diesel,1600.0,white,auto,front-wheel drive,J,18970
skoda,octavia,2012,with mileage,138000.0,petrol,1800.0,gray,auto,front-wheel drive,C,8200
opel,omega,1995,with mileage,555555.0,petrol,2000.0,blue,mechanics,rear drive,E,1500
honda,civic,1999,with mileage,3869.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,1950
ford,galaxy,2001,with mileage,321000.0,petrol,2300.0,blue,auto,front-wheel drive,M,4166
mercedes-benz,m-klass,2006,with mileage,200000.0,petrol,3500.0,white,auto,all-wheel drive,J,9700
opel,zafira,2009,with mileage,205000.0,petrol,1800.0,black,mechanics,front-wheel drive,M,8081
ford,scorpio,1994,with mileage,400000.0,petrol,2000.0,purple,mechanics,rear drive,E,600
toyota,carina-e,1993,with mileage,390000.0,petrol,1600.0,gray,mechanics,front-wheel drive,E,1550
volkswagen,passat,2016,with mileage,177000.0,diesel,1968.0,black,mechanics,front-wheel drive,D,16100
bmw,2-seriya-active-tourer,2016,with mileage,190000.0,diesel,1496.0,gray,mechanics,front-wheel drive,C,14100
volvo,v70,2015,with mileage,168000.0,diesel,1600.0,gray,auto,front-wheel drive,E,14450
volkswagen,tiguan,2017,with mileage,44537.0,petrol,1984.0,white,auto,part-time four-wheel drive,J,27190
peugeot,406,2003,with mileage,700000.0,diesel,2000.0,silver,mechanics,front-wheel drive,D,3500
audi,a8,2008,with mileage,245954.0,diesel,3000.0,silver,auto,all-wheel drive,F,15250
mitsubishi,carisma,1996,with mileage,420.0,petrol,1800.0,blue,mechanics,front-wheel drive,M,1300
peugeot,405,1993,with mileage,350000.0,petrol,1800.0,silver,mechanics,front-wheel drive,D,850
audi,a6,2002,with mileage,270.0,diesel,2500.0,silver,auto,front-wheel drive,E,5200
renault,dokker,2015,with mileage,212000.0,petrol,1600.0,white,mechanics,front-wheel drive,,7650
audi,80,1984,with mileage,150000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,450
renault,grand-scenic,2014,with mileage,138000.0,diesel,1500.0,blue,mechanics,front-wheel drive,,10999
mercedes-benz,vito,1999,with mileage,250000.0,diesel,2200.0,white,auto,front-wheel drive,M,5500
toyota,camry,2010,with mileage,225307.6,petrol,2500.0,red,auto,front-wheel drive,D,10700
mercedes-benz,e-klass,1997,with mileage,450000.0,diesel,2200.0,green,auto,rear drive,E,2499
fiat,doblo,2019,with mileage,1.0,diesel,1300.0,white,mechanics,front-wheel drive,M,19722
citroen,xsara,2001,with mileage,205000.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,2750
mercedes-benz,190-w201,1986,with mileage,487644.0,diesel,2000.0,white,mechanics,rear drive,D,950
ford,galaxy,2001,with mileage,312000.0,diesel,1900.0,silver,auto,front-wheel drive,M,4000
fiat,brava,1996,for parts,149400.0,petrol,1400.0,blue,mechanics,front-wheel drive,C,600
bmw,x6,2009,with mileage,170000.0,petrol,3500.0,black,auto,all-wheel drive,J,21500
opel,vectra,1998,with mileage,249000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,1950
citroen,xsara,1999,with mileage,200000.0,petrol,1800.0,silver,mechanics,front-wheel drive,C,2500
honda,civic,1996,with mileage,488125.0,petrol,1500.0,purple,auto,front-wheel drive,C,950
renault,laguna,2001,with mileage,400000.0,diesel,1900.0,black,mechanics,front-wheel drive,D,3200
ford,mondeo,2012,with mileage,92000.0,petrol,2000.0,gray,auto,front-wheel drive,D,8300
opel,omega,1995,with mileage,300000.0,diesel,2500.0,blue,mechanics,rear drive,E,1300
renault,grand-espace,2003,with mileage,432000.0,diesel,2200.0,gray,mechanics,front-wheel drive,,3500
audi,100,1993,with mileage,460000.0,petrol,2600.0,blue,auto,front-wheel drive,E,2700
infiniti,fx,2004,with mileage,350000.0,petrol,3500.0,black,auto,part-time four-wheel drive,,7300
skoda,roomster,2007,with mileage,192814.0,petrol,1400.0,gray,mechanics,front-wheel drive,,5500
ford,edge,2018,with mileage,50000.0,petrol,2000.0,silver,auto,front-wheel drive,,25000
mazda,626,1999,with mileage,450.0,diesel,2000.0,blue,mechanics,front-wheel drive,C,1700
citroen,xsara,1997,with mileage,312000.0,petrol,1400.0,blue,mechanics,front-wheel drive,C,2600
bmw,x5,2008,with mileage,171000.0,diesel,3500.0,black,auto,all-wheel drive,J,18970
subaru,forester,2004,with mileage,200000.0,petrol,2500.0,green,auto,all-wheel drive,J,6300
bmw,7-seriya,2001,with mileage,300000.0,diesel,3000.0,black,auto,rear drive,F,7800
renault,scenic,2001,with mileage,307995.0,diesel,1900.0,white,mechanics,front-wheel drive,M,3230
ford,galaxy,1998,with mileage,287000.0,petrol,2000.0,red,mechanics,front-wheel drive,M,2500
toyota,avensis,2006,with mileage,230000.0,diesel,2200.0,silver,mechanics,front-wheel drive,D,7000
seat,toledo,1992,with mileage,286.0,petrol,2000.0,red,mechanics,front-wheel drive,C,1200
hyundai,santa-fe,2014,with mileage,107000.0,petrol,2400.0,white,auto,all-wheel drive,J,21700
peugeot,405,1993,for parts,350000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,350
audi,a6,2010,with mileage,117000.0,diesel,2000.0,silver,auto,front-wheel drive,E,13500
rover,400,1999,with mileage,160000.0,petrol,1600.0,black,mechanics,front-wheel drive,B,1900
hyundai,creta,2016,with mileage,37748.0,petrol,2000.0,black,auto,part-time four-wheel drive,J,17350
mitsubishi,lancer,2007,with mileage,231200.0,petrol,1500.0,burgundy,mechanics,front-wheel drive,C,5700
audi,80,1991,with mileage,443639.0,petrol,1800.0,red,mechanics,front-wheel drive,D,1135
renault,laguna,1997,with mileage,2800000.0,petrol,1800.0,green,mechanics,front-wheel drive,D,2000
volkswagen,multivan,2010,with mileage,260000.0,diesel,2000.0,silver,mechanics,front-wheel drive,M,17900
nissan,qashqai,2008,with mileage,190000.0,petrol,2000.0,brown,auto,part-time four-wheel drive,J,7750
eksklyuziv,baggi,2019,with mileage,330000.0,petrol,2000.0,orange,mechanics,rear drive,,650
peugeot,3008,2010,with mileage,201000.0,petrol,1600.0,white,mechanics,front-wheel drive,C,7700
opel,corsa,2009,with mileage,115000.0,petrol,1400.0,blue,mechanics,front-wheel drive,B,4000
opel,zafira,2005,with mileage,280000.0,diesel,2200.0,silver,mechanics,front-wheel drive,M,5400
mitsubishi,lancer,2005,with mileage,200000.0,petrol,1800.0,silver,mechanics,front-wheel drive,C,2150
skoda,superb,2010,with mileage,426993.0,petrol,1800.0,black,mechanics,front-wheel drive,D,8200
volvo,xc90,2005,with mileage,284000.0,petrol,4400.0,black,auto,all-wheel drive,J,9450
volkswagen,transporter,2002,with mileage,287000.0,diesel,2500.0,silver,auto,front-wheel drive,M,8794
volkswagen,multivan,2003,with mileage,564000.0,diesel,2500.0,blue,mechanics,front-wheel drive,M,10000
lada-vaz,vesta,2018,with mileage,32700.0,petrol,1800.0,black,mechanics,front-wheel drive,B,10300
skoda,fabia,2001,with mileage,400000.0,petrol,1400.0,silver,mechanics,front-wheel drive,B,2100
mazda,6,2008,with mileage,240000.0,petrol,2500.0,silver,mechanics,front-wheel drive,D,9000
nissan,serena,1995,with mileage,350000.0,diesel,2300.0,gray,mechanics,rear drive,,2100
mercedes-benz,e-klass,2013,with mileage,140000.0,diesel,2100.0,white,auto,all-wheel drive,E,24990
audi,100,1989,with mileage,300000.0,petrol,2300.0,black,mechanics,front-wheel drive,E,800
fiat,grande-punto,2008,with mileage,186500.0,diesel,1300.0,white,mechanics,front-wheel drive,B,3750
ford,mondeo,2010,with mileage,236000.0,petrol,2000.0,silver,auto,front-wheel drive,D,7900
volkswagen,golf,2013,with mileage,160000.0,petrol,1400.0,gray,mechanics,front-wheel drive,C,9400
mercedes-benz,s-klass,2006,with mileage,195000.0,diesel,3000.0,silver,auto,rear drive,S,12400
opel,corsa,2010,with mileage,310000.0,petrol,1000.0,blue,mechanics,front-wheel drive,B,4500
volkswagen,caravelle,2000,with mileage,360000.0,diesel,2500.0,blue,mechanics,front-wheel drive,M,9500
nissan,qashqai,2011,with mileage,110000.0,petrol,1600.0,gray,mechanics,front-wheel drive,J,9850
opel,mokka,2014,with mileage,106000.0,petrol,1800.0,blue,mechanics,front-wheel drive,J,10999
mazda,mpv,2003,with mileage,419000.0,petrol,3000.0,blue,auto,front-wheel drive,M,4500
audi,a6,2015,with mileage,107000.0,petrol,1800.0,black,auto,front-wheel drive,E,21000
hyundai,galloper,1998,with mileage,260000.0,diesel,2500.0,silver,mechanics,part-time four-wheel drive,,5200
mercedes-benz,clk,1998,with mileage,400000.0,petrol,2000.0,green,mechanics,rear drive,D,3200
mercedes-benz,a-klass,2003,with mileage,160000.0,petrol,1400.0,silver,mechanics,front-wheel drive,A,3700
renault,dokker,2015,with mileage,98000.0,diesel,1500.0,white,mechanics,front-wheel drive,,8100
volkswagen,golf,1997,with mileage,292000.0,petrol,1600.0,purple,mechanics,front-wheel drive,C,1600
opel,astra,2011,with mileage,230.0,petrol,1400.0,silver,mechanics,front-wheel drive,C,8300
subaru,legacy,2008,with mileage,17000.0,diesel,2000.0,silver,mechanics,all-wheel drive,D,10750
mazda,626,2000,with damage,300000.0,petrol,2000.0,silver,mechanics,front-wheel drive,C,1900
porsche,cayenne,2015,with mileage,61000.0,petrol,3600.0,white,auto,all-wheel drive,J,55950
fiat,ulysse,1995,with mileage,250000.0,petrol,2000.0,green,mechanics,front-wheel drive,M,3500
gaz,69,1971,with mileage,53000.0,petrol,2100.0,green,mechanics,part-time four-wheel drive,,2000
renault,laguna,1996,with mileage,335000.0,diesel,2200.0,green,mechanics,front-wheel drive,D,1521
volkswagen,polo,1997,for parts,220000.0,petrol,1400.0,blue,mechanics,front-wheel drive,B,600
nissan,primera,1997,with mileage,250000.0,diesel,2000.0,other,mechanics,front-wheel drive,D,1500
mazda,3,2007,with mileage,182500.0,petrol,2000.0,other,mechanics,front-wheel drive,C,6100
mazda,cx-5,2018,with mileage,58286.0,petrol,2000.0,blue,auto,front-wheel drive,J,25850
mercedes-benz,m-klass,2001,with mileage,312214.0,diesel,4000.0,silver,auto,all-wheel drive,J,7500
toyota,4runner,1992,with mileage,200000.0,diesel,2400.0,green,mechanics,part-time four-wheel drive,,5200
ford,s-max,2011,with mileage,210000.0,diesel,2000.0,black,mechanics,front-wheel drive,D,12500
mercedes-benz,s-klass,2006,with mileage,288000.0,diesel,3200.0,black,auto,rear drive,S,12900
mazda,323,1997,with mileage,310000.0,petrol,1300.0,blue,mechanics,front-wheel drive,C,1300
ford,focus,2006,with mileage,130000.0,petrol,1560.0,silver,mechanics,front-wheel drive,C,4400
chevrolet,tahoe,2008,with mileage,226000.0,petrol,5300.0,black,auto,part-time four-wheel drive,,12700
volkswagen,multivan,2011,with mileage,195000.0,diesel,2000.0,black,auto,front-wheel drive,M,23150
mazda,3,2006,with mileage,250000.0,petrol,2000.0,other,auto,front-wheel drive,C,4999
citroen,xsara,1999,with mileage,300000.0,petrol,1400.0,green,mechanics,front-wheel drive,C,2150
bmw,5-seriya,2001,with mileage,390000.0,diesel,2000.0,silver,mechanics,rear drive,E,5200
citroen,xm,1996,with mileage,300000.0,petrol,2000.0,green,mechanics,front-wheel drive,,600
chevrolet,hhr,2008,with mileage,173000.0,petrol,2200.0,gray,auto,front-wheel drive,,7750
chevrolet,orlando,2014,with mileage,81000.0,petrol,18000.0,white,mechanics,front-wheel drive,M,11700
skoda,superb,2014,with mileage,220000.0,petrol,1800.0,black,auto,front-wheel drive,D,13850
bmw,5-seriya,1998,with mileage,500000.0,diesel,2500.0,black,mechanics,rear drive,E,4500
bmw,3-seriya,1997,with mileage,180000.0,petrol,1800.0,other,mechanics,rear drive,D,1900
volkswagen,passat,1991,with mileage,390000.0,diesel,1900.0,black,mechanics,front-wheel drive,D,1500
skoda,yeti,2009,with mileage,151000.0,petrol,1800.0,brown,mechanics,part-time four-wheel drive,J,9300
volkswagen,passat,1991,with mileage,451000.0,petrol,1800.0,white,mechanics,front-wheel drive,D,1800
fiat,punto,2001,with mileage,219000.0,petrol,1200.0,gray,mechanics,front-wheel drive,B,2450
volkswagen,golf,1994,with mileage,225666.0,petrol,1781.0,purple,auto,front-wheel drive,C,963
mazda,323,1998,with mileage,325000.0,petrol,1500.0,gray,mechanics,front-wheel drive,C,1800
mazda,3,2005,with mileage,239791.66,petrol,2300.0,gray,auto,front-wheel drive,C,3900
citroen,c4-grand-picasso,2015,with mileage,121600.0,diesel,1600.0,brown,mechanics,front-wheel drive,C,12450
opel,vectra,2000,with mileage,305000.0,diesel,2000.0,green,mechanics,front-wheel drive,D,2500
